measurement_id,site_name,target_cd,measured_cd,focus,dose,pattern_type,pitch,measurement_uncertainty,layer
P00433,C,100,166.366,-100,1.15,line_space,200,1.2,M1
P00434,TL,100,169.112,-100,1.15,line_space,200,1.2,M1
P00435,BR,100,167.221,-100,1.15,line_space,200,1.2,M1
P00436,C,100,150.475,-60,0.85,line_space,200,1.2,M1
P00437,TL,100,149.049,-60,0.85,line_space,200,1.2,M1
P00438,BR,100,146.982,-60,0.85,line_space,200,1.2,M1
P00439,C,100,147.675,-60,0.92,line_space,200,1.2,M1
P00440,TL,100,148.81,-60,0.92,line_space,200,1.2,M1
P00441,BR,100,148.344,-60,0.92,line_space,200,1.2,M1
P00442,C,100,146.825,-60,1.0,line_space,200,1.2,M1
P00443,TL,100,146.228,-60,1.0,line_space,200,1.2,M1
P00444,BR,100,146.634,-60,1.0,line_space,200,1.2,M1
P00445,C,100,146.886,-60,1.08,line_space,200,1.2,M1
P00446,TL,100,146.287,-60,1.08,line_space,200,1.2,M1
P00447,BR,100,147.271,-60,1.08,line_space,200,1.2,M1
P00448,C,100,143.543,-60,1.15,line_space,200,1.2,M1
P00449,TL,100,145.108,-60,1.15,line_space,200,1.2,M1
P00450,BR,100,143.04,-60,1.15,line_space,200,1.2,M1
P00451,C,100,120.35,-30,0.85,line_space,200,1.2,M1
P00452,TL,100,119.257,-30,0.85,line_space,200,1.2,M1
P00453,BR,100,118.828,-30,0.85,line_space,200,1.2,M1
P00454,C,100,117.82,-30,0.92,line_space,200,1.2,M1
P00455,TL,100,117.613,-30,0.92,line_space,200,1.2,M1
P00456,BR,100,117.726,-30,0.92,line_space,200,1.2,M1
P00457,C,100,115.779,-30,1.0,line_space,200,1.2,M1
P00458,TL,100,117.998,-30,1.0,line_space,200,1.2,M1
P00459,BR,100,116.824,-30,1.0,line_space,200,1.2,M1
P00460,C,100,117.509,-30,1.08,line_space,200,1.2,M1
P00461,TL,100,117.503,-30,1.08,line_space,200,1.2,M1
P00462,BR,100,116.093,-30,1.08,line_space,200,1.2,M1
P00463,C,100,116.497,-30,1.15,line_space,200,1.2,M1
P00464,TL,100,116.182,-30,1.15,line_space,200,1.2,M1
P00465,BR,100,120.322,-30,1.15,line_space,200,1.2,M1
P00466,C,100,104.009,0,0.85,line_space,200,1.2,M1
P00467,TL,100,103.917,0,0.85,line_space,200,1.2,M1
P00468,BR,100,105.619,0,0.85,line_space,200,1.2,M1
P00469,C,100,104.352,0,0.92,line_space,200,1.2,M1
P00470,TL,100,103.591,0,0.92,line_space,200,1.2,M1
P00471,BR,100,105.032,0,0.92,line_space,200,1.2,M1
P00472,C,100,102.396,0,1.0,line_space,200,1.2,M1
P00473,TL,100,106.693,0,1.0,line_space,200,1.2,M1
P00474,BR,100,106.016,0,1.0,line_space,200,1.2,M1
P00475,C,100,104.644,0,1.08,line_space,200,1.2,M1
P00476,TL,100,102.136,0,1.08,line_space,200,1.2,M1
P00477,BR,100,103.698,0,1.08,line_space,200,1.2,M1
P00478,C,100,107.048,0,1.15,line_space,200,1.2,M1
P00479,TL,100,106.677,0,1.15,line_space,200,1.2,M1
P00480,BR,100,105.893,0,1.15,line_space,200,1.2,M1
P00481,C,100,90.596,30,0.85,line_space,200,1.2,M1
P00482,TL,100,92.618,30,0.85,line_space,200,1.2,M1
P00483,BR,100,89.096,30,0.85,line_space,200,1.2,M1
P00484,C,100,91.968,30,0.92,line_space,200,1.2,M1
P00485,TL,100,91.685,30,0.92,line_space,200,1.2,M1
P00486,BR,100,93.918,30,0.92,line_space,200,1.2,M1
P00487,C,100,90.071,30,1.0,line_space,200,1.2,M1
P00488,TL,100,91.597,30,1.0,line_space,200,1.2,M1
P00489,BR,100,93.041,30,1.0,line_space,200,1.2,M1
P00490,C,100,93.597,30,1.08,line_space,200,1.2,M1
P00491,TL,100,92.822,30,1.08,line_space,200,1.2,M1
P00492,BR,100,92.478,30,1.08,line_space,200,1.2,M1
P00493,C,100,93.897,30,1.15,line_space,200,1.2,M1
P00494,TL,100,93.863,30,1.15,line_space,200,1.2,M1
P00495,BR,100,90.733,30,1.15,line_space,200,1.2,M1
P00496,C,100,58.622,60,0.85,line_space,200,1.2,M1
P00497,TL,100,61.404,60,0.85,line_space,200,1.2,M1
P00498,BR,100,62.619,60,0.85,line_space,200,1.2,M1
P00499,C,100,61.221,60,0.92,line_space,200,1.2,M1
P00500,TL,100,60.984,60,0.92,line_space,200,1.2,M1
P00501,BR,100,64.818,60,0.92,line_space,200,1.2,M1
P00502,C,100,64.012,60,1.0,line_space,200,1.2,M1
P00503,TL,100,58.943,60,1.0,line_space,200,1.2,M1
P00504,BR,100,62.875,60,1.0,line_space,200,1.2,M1
P00505,C,100,63.209,60,1.08,line_space,200,1.2,M1
P00506,TL,100,63.254,60,1.08,line_space,200,1.2,M1
P00507,BR,100,61.571,60,1.08,line_space,200,1.2,M1
P00508,C,100,63.317,60,1.15,line_space,200,1.2,M1
P00509,TL,100,61.079,60,1.15,line_space,200,1.2,M1
P00510,BR,100,62.719,60,1.15,line_space,200,1.2,M1
P00511,C,100,36.333,100,0.85,line_space,200,1.2,M1
P00512,TL,100,35.715,100,0.85,line_space,200,1.2,M1
P00513,BR,100,37.948,100,0.85,line_space,200,1.2,M1
P00514,C,100,35.154,100,0.92,line_space,200,1.2,M1
P00515,TL,100,36.337,100,0.92,line_space,200,1.2,M1
P00516,BR,100,37.25,100,0.92,line_space,200,1.2,M1
P00517,C,100,39.873,100,1.0,line_space,200,1.2,M1
P00518,TL,100,40.588,100,1.0,line_space,200,1.2,M1
P00519,BR,100,38.166,100,1.0,line_space,200,1.2,M1
P00520,C,100,39.836,100,1.08,line_space,200,1.2,M1
P00521,TL,100,39.854,100,1.08,line_space,200,1.2,M1
P00522,BR,100,40.275,100,1.08,line_space,200,1.2,M1
P00523,C,100,41.162,100,1.15,line_space,200,1.2,M1
P00524,TL,100,42.387,100,1.15,line_space,200,1.2,M1
P00525,BR,100,42.969,100,1.15,line_space,200,1.2,M1
P00526,C,100,33.418,150,0.85,line_space,200,1.2,M1
P00527,TL,100,31.926,150,0.85,line_space,200,1.2,M1
P00528,BR,100,33.195,150,0.85,line_space,200,1.2,M1
P00529,C,100,34.879,150,0.92,line_space,200,1.2,M1
P00530,TL,100,34.883,150,0.92,line_space,200,1.2,M1
P00531,BR,100,35.176,150,0.92,line_space,200,1.2,M1
P00532,C,100,36.562,150,1.0,line_space,200,1.2,M1
P00533,TL,100,36.572,150,1.0,line_space,200,1.2,M1
P00534,BR,100,38.837,150,1.0,line_space,200,1.2,M1
P00535,C,100,42.148,150,1.08,line_space,200,1.2,M1
P00536,TL,100,37.7,150,1.08,line_space,200,1.2,M1
P00537,BR,100,40.93,150,1.08,line_space,200,1.2,M1
P00538,C,100,40.135,150,1.15,line_space,200,1.2,M1
P00539,TL,100,38.074,150,1.15,line_space,200,1.2,M1
P00540,BR,100,40.564,150,1.15,line_space,200,1.2,M1
P00541,C,55,111.236,-150,0.85,isolated_line,,1.2,M1
P00542,TL,55,109.296,-150,0.85,isolated_line,,1.2,M1
P00543,BR,55,110.761,-150,0.85,isolated_line,,1.2,M1
P00544,C,55,110.097,-150,0.92,isolated_line,,1.2,M1
P00545,TL,55,108.112,-150,0.92,isolated_line,,1.2,M1
P00546,BR,55,111.368,-150,0.92,isolated_line,,1.2,M1
P00547,C,55,111.144,-150,1.0,isolated_line,,1.2,M1
P00548,TL,55,110.071,-150,1.0,isolated_line,,1.2,M1
P00549,BR,55,108.95,-150,1.0,isolated_line,,1.2,M1
P00550,C,55,110.604,-150,1.08,isolated_line,,1.2,M1
P00551,TL,55,111.36,-150,1.08,isolated_line,,1.2,M1
P00552,BR,55,110.766,-150,1.08,isolated_line,,1.2,M1
P00553,C,55,108.67,-150,1.15,isolated_line,,1.2,M1
P00554,TL,55,110.088,-150,1.15,isolated_line,,1.2,M1
P00555,BR,55,108.98,-150,1.15,isolated_line,,1.2,M1
P00556,C,55,109.171,-100,0.85,isolated_line,,1.2,M1
P00557,TL,55,112.522,-100,0.85,isolated_line,,1.2,M1
P00558,BR,55,108.041,-100,0.85,isolated_line,,1.2,M1
P00559,C,55,111.641,-100,0.92,isolated_line,,1.2,M1
P00560,TL,55,109.291,-100,0.92,isolated_line,,1.2,M1
P00561,BR,55,108.809,-100,0.92,isolated_line,,1.2,M1
P00562,C,55,110.02,-100,1.0,isolated_line,,1.2,M1
P00563,TL,55,109.819,-100,1.0,isolated_line,,1.2,M1
P00564,BR,55,109.386,-100,1.0,isolated_line,,1.2,M1
P00565,C,55,110.653,-100,1.08,isolated_line,,1.2,M1
P00566,TL,55,111.02,-100,1.08,isolated_line,,1.2,M1
P00567,BR,55,109.246,-100,1.08,isolated_line,,1.2,M1
P00568,C,55,110.995,-100,1.15,isolated_line,,1.2,M1
P00569,TL,55,110.297,-100,1.15,isolated_line,,1.2,M1
P00570,BR,55,111.172,-100,1.15,isolated_line,,1.2,M1
P00571,C,55,109.336,-60,0.85,isolated_line,,1.2,M1
P00572,TL,55,108.953,-60,0.85,isolated_line,,1.2,M1
P00573,BR,55,109.644,-60,0.85,isolated_line,,1.2,M1
P00574,C,55,111.509,-60,0.92,isolated_line,,1.2,M1
P00575,TL,55,110.34,-60,0.92,isolated_line,,1.2,M1
P00576,BR,55,111.253,-60,0.92,isolated_line,,1.2,M1
P00577,C,55,111.16,-60,1.0,isolated_line,,1.2,M1
P00578,TL,55,109.457,-60,1.0,isolated_line,,1.2,M1
P00579,BR,55,110.705,-60,1.0,isolated_line,,1.2,M1
P00580,C,55,110.658,-60,1.08,isolated_line,,1.2,M1
P00581,TL,55,109.985,-60,1.08,isolated_line,,1.2,M1
P00582,BR,55,107.797,-60,1.08,isolated_line,,1.2,M1
P00583,C,55,109.75,-60,1.15,isolated_line,,1.2,M1
P00584,TL,55,109.711,-60,1.15,isolated_line,,1.2,M1
P00585,BR,55,113.115,-60,1.15,isolated_line,,1.2,M1
P00586,C,55,77.638,-30,0.85,isolated_line,,1.2,M1
P00587,TL,55,82.427,-30,0.85,isolated_line,,1.2,M1
P00588,BR,55,79.778,-30,0.85,isolated_line,,1.2,M1
P00589,C,55,79.802,-30,0.92,isolated_line,,1.2,M1
P00590,TL,55,80.769,-30,0.92,isolated_line,,1.2,M1
P00591,BR,55,79.584,-30,0.92,isolated_line,,1.2,M1
P00592,C,55,78.114,-30,1.0,isolated_line,,1.2,M1
P00593,TL,55,76.928,-30,1.0,isolated_line,,1.2,M1
P00594,BR,55,78.339,-30,1.0,isolated_line,,1.2,M1
P00595,C,55,79.161,-30,1.08,isolated_line,,1.2,M1
P00596,TL,55,79.809,-30,1.08,isolated_line,,1.2,M1
P00597,BR,55,79.555,-30,1.08,isolated_line,,1.2,M1
P00598,C,55,78.448,-30,1.15,isolated_line,,1.2,M1
P00599,TL,55,78.648,-30,1.15,isolated_line,,1.2,M1
P00600,BR,55,77.596,-30,1.15,isolated_line,,1.2,M1
P00601,C,55,61.047,0,0.85,isolated_line,,1.2,M1
P00602,TL,55,63.324,0,0.85,isolated_line,,1.2,M1
P00603,BR,55,60.257,0,0.85,isolated_line,,1.2,M1
P00604,C,55,61.957,0,0.92,isolated_line,,1.2,M1
P00605,TL,55,60.803,0,0.92,isolated_line,,1.2,M1
P00606,BR,55,59.482,0,0.92,isolated_line,,1.2,M1
P00607,C,55,60.461,0,1.0,isolated_line,,1.2,M1
P00608,TL,55,61.765,0,1.0,isolated_line,,1.2,M1
P00609,BR,55,58.566,0,1.0,isolated_line,,1.2,M1
P00610,C,55,57.205,0,1.08,isolated_line,,1.2,M1
P00611,TL,55,61.319,0,1.08,isolated_line,,1.2,M1
P00612,BR,55,63.866,0,1.08,isolated_line,,1.2,M1
P00613,C,55,61.512,0,1.15,isolated_line,,1.2,M1
P00614,TL,55,63.233,0,1.15,isolated_line,,1.2,M1
P00615,BR,55,58.715,0,1.15,isolated_line,,1.2,M1
P00616,C,55,42.125,30,0.85,isolated_line,,1.2,M1
P00617,TL,55,43.504,30,0.85,isolated_line,,1.2,M1
P00618,BR,55,40.369,30,0.85,isolated_line,,1.2,M1
P00619,C,55,42.798,30,0.92,isolated_line,,1.2,M1
P00620,TL,55,44.447,30,0.92,isolated_line,,1.2,M1
P00621,BR,55,43.308,30,0.92,isolated_line,,1.2,M1
P00622,C,55,44.085,30,1.0,isolated_line,,1.2,M1
P00623,TL,55,43.669,30,1.0,isolated_line,,1.2,M1
P00624,BR,55,43.033,30,1.0,isolated_line,,1.2,M1
P00625,C,55,44.142,30,1.08,isolated_line,,1.2,M1
P00626,TL,55,44.546,30,1.08,isolated_line,,1.2,M1
P00627,BR,55,44.994,30,1.08,isolated_line,,1.2,M1
P00628,C,55,42.528,30,1.15,isolated_line,,1.2,M1
P00629,TL,55,43.759,30,1.15,isolated_line,,1.2,M1
P00630,BR,55,44.725,30,1.15,isolated_line,,1.2,M1
P00631,C,55,2.181,60,0.85,isolated_line,,1.2,M1
P00632,TL,55,7.101,60,0.85,isolated_line,,1.2,M1
P00633,BR,55,4.212,60,0.85,isolated_line,,1.2,M1
P00634,C,55,4.208,60,0.92,isolated_line,,1.2,M1
P00635,TL,55,4.025,60,0.92,isolated_line,,1.2,M1
P00636,BR,55,6.642,60,0.92,isolated_line,,1.2,M1
P00637,C,55,3.02,60,1.0,isolated_line,,1.2,M1
P00638,TL,55,5.688,60,1.0,isolated_line,,1.2,M1
P00639,BR,55,4.118,60,1.0,isolated_line,,1.2,M1
P00640,C,55,3.541,60,1.08,isolated_line,,1.2,M1
P00641,TL,55,4.367,60,1.08,isolated_line,,1.2,M1
P00642,BR,55,4.945,60,1.08,isolated_line,,1.2,M1
P00643,C,55,8.343,60,1.15,isolated_line,,1.2,M1
P00644,TL,55,5.221,60,1.15,isolated_line,,1.2,M1
P00645,BR,55,7.624,60,1.15,isolated_line,,1.2,M1
P00646,C,55,2.003,100,0.85,isolated_line,,1.2,M1
P00647,TL,55,2.833,100,0.85,isolated_line,,1.2,M1
P00648,BR,55,1.773,100,0.85,isolated_line,,1.2,M1
P00649,C,55,-0.707,100,0.92,isolated_line,,1.2,M1
P00650,TL,55,0.101,100,0.92,isolated_line,,1.2,M1
P00651,BR,55,-0.407,100,0.92,isolated_line,,1.2,M1
P00652,C,55,1.032,100,1.0,isolated_line,,1.2,M1
P00653,TL,55,1.084,100,1.0,isolated_line,,1.2,M1
P00654,BR,55,-0.457,100,1.0,isolated_line,,1.2,M1
P00655,C,55,0.3,100,1.08,isolated_line,,1.2,M1
P00656,TL,55,0.859,100,1.08,isolated_line,,1.2,M1
P00657,BR,55,1.821,100,1.08,isolated_line,,1.2,M1
P00658,C,55,2.444,100,1.15,isolated_line,,1.2,M1
P00659,TL,55,1.188,100,1.15,isolated_line,,1.2,M1
P00660,BR,55,0.141,100,1.15,isolated_line,,1.2,M1
P00661,C,55,-0.975,150,0.85,isolated_line,,1.2,M1
P00662,TL,55,0.313,150,0.85,isolated_line,,1.2,M1
P00663,BR,55,0.754,150,0.85,isolated_line,,1.2,M1
P00664,C,55,1.039,150,0.92,isolated_line,,1.2,M1
P00665,TL,55,1.383,150,0.92,isolated_line,,1.2,M1
P00666,BR,55,3.495,150,0.92,isolated_line,,1.2,M1
P00667,C,55,3.161,150,1.0,isolated_line,,1.2,M1
P00668,TL,55,2.639,150,1.0,isolated_line,,1.2,M1
P00669,BR,55,1.528,150,1.0,isolated_line,,1.2,M1
P00670,C,55,2.608,150,1.08,isolated_line,,1.2,M1
P00671,TL,55,1.451,150,1.08,isolated_line,,1.2,M1
P00672,BR,55,1.397,150,1.08,isolated_line,,1.2,M1
P00673,C,55,3.041,150,1.15,isolated_line,,1.2,M1
P00674,TL,55,2.265,150,1.15,isolated_line,,1.2,M1
P00675,BR,55,-1.226,150,1.15,isolated_line,,1.2,M1
P00676,C,70,141.111,-150,0.85,contact_hole,140,1.2,M1
P00677,TL,70,140.966,-150,0.85,contact_hole,140,1.2,M1
P00678,BR,70,141.277,-150,0.85,contact_hole,140,1.2,M1
P00679,C,70,141.87,-150,0.92,contact_hole,140,1.2,M1
P00680,TL,70,141.471,-150,0.92,contact_hole,140,1.2,M1
P00681,BR,70,140.964,-150,0.92,contact_hole,140,1.2,M1
P00682,C,70,141.081,-150,1.0,contact_hole,140,1.2,M1
P00683,TL,70,143.914,-150,1.0,contact_hole,140,1.2,M1
P00684,BR,70,140.575,-150,1.0,contact_hole,140,1.2,M1
P00685,C,70,140.583,-150,1.08,contact_hole,140,1.2,M1
P00686,TL,70,142.521,-150,1.08,contact_hole,140,1.2,M1
P00687,BR,70,142.583,-150,1.08,contact_hole,140,1.2,M1
P00688,C,70,141.821,-150,1.15,contact_hole,140,1.2,M1
P00689,TL,70,140.177,-150,1.15,contact_hole,140,1.2,M1
P00690,BR,70,141.124,-150,1.15,contact_hole,140,1.2,M1
P00691,C,70,140.548,-100,0.85,contact_hole,140,1.2,M1
P00692,TL,70,140.694,-100,0.85,contact_hole,140,1.2,M1
P00693,BR,70,140.714,-100,0.85,contact_hole,140,1.2,M1
P00694,C,70,141.878,-100,0.92,contact_hole,140,1.2,M1
P00695,TL,70,141.272,-100,0.92,contact_hole,140,1.2,M1
P00696,BR,70,140.477,-100,0.92,contact_hole,140,1.2,M1
P00697,C,70,140.723,-100,1.0,contact_hole,140,1.2,M1
P00698,TL,70,140.068,-100,1.0,contact_hole,140,1.2,M1
P00699,BR,70,138.653,-100,1.0,contact_hole,140,1.2,M1
P00700,C,70,138.845,-100,1.08,contact_hole,140,1.2,M1
P00701,TL,70,139.568,-100,1.08,contact_hole,140,1.2,M1
P00702,BR,70,140.487,-100,1.08,contact_hole,140,1.2,M1
P00703,C,70,141.274,-100,1.15,contact_hole,140,1.2,M1
P00704,TL,70,139.572,-100,1.15,contact_hole,140,1.2,M1
P00705,BR,70,140.758,-100,1.15,contact_hole,140,1.2,M1
P00706,C,70,122.262,-60,0.85,contact_hole,140,1.2,M1
P00707,TL,70,121.311,-60,0.85,contact_hole,140,1.2,M1
P00708,BR,70,121.55,-60,0.85,contact_hole,140,1.2,M1
P00709,C,70,119.865,-60,0.92,contact_hole,140,1.2,M1
P00710,TL,70,120.486,-60,0.92,contact_hole,140,1.2,M1
P00711,BR,70,123.476,-60,0.92,contact_hole,140,1.2,M1
P00712,C,70,121.956,-60,1.0,contact_hole,140,1.2,M1
P00713,TL,70,119.932,-60,1.0,contact_hole,140,1.2,M1
P00714,BR,70,120.471,-60,1.0,contact_hole,140,1.2,M1
P00715,C,70,121.119,-60,1.08,contact_hole,140,1.2,M1
P00716,TL,70,121.172,-60,1.08,contact_hole,140,1.2,M1
P00717,BR,70,121.057,-60,1.08,contact_hole,140,1.2,M1
P00718,C,70,122.272,-60,1.15,contact_hole,140,1.2,M1
P00719,TL,70,119.725,-60,1.15,contact_hole,140,1.2,M1
P00720,BR,70,119.765,-60,1.15,contact_hole,140,1.2,M1
P00721,C,70,89.742,-30,0.85,contact_hole,140,1.2,M1
P00722,TL,70,90.323,-30,0.85,contact_hole,140,1.2,M1
P00723,BR,70,91.868,-30,0.85,contact_hole,140,1.2,M1
P00724,C,70,89.489,-30,0.92,contact_hole,140,1.2,M1
P00725,TL,70,92.008,-30,0.92,contact_hole,140,1.2,M1
P00726,BR,70,91.53,-30,0.92,contact_hole,140,1.2,M1
P00727,C,70,89.515,-30,1.0,contact_hole,140,1.2,M1
P00728,TL,70,89.637,-30,1.0,contact_hole,140,1.2,M1
P00729,BR,70,90.869,-30,1.0,contact_hole,140,1.2,M1
P00730,C,70,89.7,-30,1.08,contact_hole,140,1.2,M1
P00731,TL,70,88.455,-30,1.08,contact_hole,140,1.2,M1
P00732,BR,70,89.383,-30,1.08,contact_hole,140,1.2,M1
P00733,C,70,91.842,-30,1.15,contact_hole,140,1.2,M1
P00734,TL,70,89.209,-30,1.15,contact_hole,140,1.2,M1
P00735,BR,70,88.625,-30,1.15,contact_hole,140,1.2,M1
P00736,C,70,73.61,0,0.85,contact_hole,140,1.2,M1
P00737,TL,70,72.804,0,0.85,contact_hole,140,1.2,M1
P00738,BR,70,76.634,0,0.85,contact_hole,140,1.2,M1
P00739,C,70,75.927,0,0.92,contact_hole,140,1.2,M1
P00740,TL,70,73.344,0,0.92,contact_hole,140,1.2,M1
P00741,BR,70,76.181,0,0.92,contact_hole,140,1.2,M1
P00742,C,70,77.191,0,1.0,contact_hole,140,1.2,M1
P00743,TL,70,74.619,0,1.0,contact_hole,140,1.2,M1
P00744,BR,70,74.932,0,1.0,contact_hole,140,1.2,M1
P00745,C,70,76.145,0,1.08,contact_hole,140,1.2,M1
P00746,TL,70,72.47,0,1.08,contact_hole,140,1.2,M1
P00747,BR,70,74.073,0,1.08,contact_hole,140,1.2,M1
P00748,C,70,76.573,0,1.15,contact_hole,140,1.2,M1
P00749,TL,70,75.496,0,1.15,contact_hole,140,1.2,M1
P00750,BR,70,75.955,0,1.15,contact_hole,140,1.2,M1
P00751,C,70,57.82,30,0.85,contact_hole,140,1.2,M1
P00752,TL,70,59.881,30,0.85,contact_hole,140,1.2,M1
P00753,BR,70,58.696,30,0.85,contact_hole,140,1.2,M1
P00754,C,70,59.513,30,0.92,contact_hole,140,1.2,M1
P00755,TL,70,61.043,30,0.92,contact_hole,140,1.2,M1
P00756,BR,70,62.057,30,0.92,contact_hole,140,1.2,M1
P00757,C,70,61.842,30,1.0,contact_hole,140,1.2,M1
P00758,TL,70,59.589,30,1.0,contact_hole,140,1.2,M1
P00759,BR,70,61.679,30,1.0,contact_hole,140,1.2,M1
P00760,C,70,62.145,30,1.08,contact_hole,140,1.2,M1
P00761,TL,70,60.458,30,1.08,contact_hole,140,1.2,M1
P00762,BR,70,61.581,30,1.08,contact_hole,140,1.2,M1
P00763,C,70,60.302,30,1.15,contact_hole,140,1.2,M1
P00764,TL,70,61.199,30,1.15,contact_hole,140,1.2,M1
P00765,BR,70,63.416,30,1.15,contact_hole,140,1.2,M1
P00766,C,70,27.453,60,0.85,contact_hole,140,1.2,M1
P00767,TL,70,30.049,60,0.85,contact_hole,140,1.2,M1
P00768,BR,70,30.277,60,0.85,contact_hole,140,1.2,M1
P00769,C,70,27.202,60,0.92,contact_hole,140,1.2,M1
P00770,TL,70,27.505,60,0.92,contact_hole,140,1.2,M1
P00771,BR,70,29.102,60,0.92,contact_hole,140,1.2,M1
P00772,C,70,29.548,60,1.0,contact_hole,140,1.2,M1
P00773,TL,70,29.068,60,1.0,contact_hole,140,1.2,M1
P00774,BR,70,27.732,60,1.0,contact_hole,140,1.2,M1
P00775,C,70,29.022,60,1.08,contact_hole,140,1.2,M1
P00776,TL,70,28.831,60,1.08,contact_hole,140,1.2,M1
P00777,BR,70,28.742,60,1.08,contact_hole,140,1.2,M1
P00778,C,70,32.533,60,1.15,contact_hole,140,1.2,M1
P00779,TL,70,30.663,60,1.15,contact_hole,140,1.2,M1
P00780,BR,70,29.708,60,1.15,contact_hole,140,1.2,M1
P00781,C,70,-0.4,100,0.85,contact_hole,140,1.2,M1
P00782,TL,70,2.077,100,0.85,contact_hole,140,1.2,M1
P00783,BR,70,1.579,100,0.85,contact_hole,140,1.2,M1
P00784,C,70,1.274,100,0.92,contact_hole,140,1.2,M1
P00785,TL,70,0.491,100,0.92,contact_hole,140,1.2,M1
P00786,BR,70,3.533,100,0.92,contact_hole,140,1.2,M1
P00787,C,70,3.366,100,1.0,contact_hole,140,1.2,M1
P00788,TL,70,1.038,100,1.0,contact_hole,140,1.2,M1
P00789,BR,70,1.685,100,1.0,contact_hole,140,1.2,M1
P00790,C,70,-0.156,100,1.08,contact_hole,140,1.2,M1
P00791,TL,70,4.022,100,1.08,contact_hole,140,1.2,M1
P00792,BR,70,1.51,100,1.08,contact_hole,140,1.2,M1
P00793,C,70,5.143,100,1.15,contact_hole,140,1.2,M1
P00794,TL,70,3.498,100,1.15,contact_hole,140,1.2,M1
P00795,BR,70,3.867,100,1.15,contact_hole,140,1.2,M1
P00796,C,70,0.172,150,0.85,contact_hole,140,1.2,M1
P00797,TL,70,1.902,150,0.85,contact_hole,140,1.2,M1
P00798,BR,70,1.911,150,0.85,contact_hole,140,1.2,M1
P00799,C,70,0.405,150,0.92,contact_hole,140,1.2,M1
P00800,TL,70,-0.505,150,0.92,contact_hole,140,1.2,M1
P00801,BR,70,-1.015,150,0.92,contact_hole,140,1.2,M1
P00802,C,70,-1.159,150,1.0,contact_hole,140,1.2,M1
P00803,TL,70,-0.697,150,1.0,contact_hole,140,1.2,M1
P00804,BR,70,0.792,150,1.0,contact_hole,140,1.2,M1
P00805,C,70,1.808,150,1.08,contact_hole,140,1.2,M1
P00806,TL,70,-0.318,150,1.08,contact_hole,140,1.2,M1
P00807,BR,70,3.73,150,1.08,contact_hole,140,1.2,M1
P00808,C,70,4.005,150,1.15,contact_hole,140,1.2,M1
P00809,TL,70,3.821,150,1.15,contact_hole,140,1.2,M1
P00810,BR,70,2.032,150,1.15,contact_hole,140,1.2,M1
